"label","text","text_clean","text_token","label_num"
"love","Setelah itu kamu marah pada papa, dan masuk kekamar sambil membanting pintu. Dan yang datang mengetuk pintu dan membujukmu agar tidak marah adalah mama.","setelah itu kamu marah pada papa dan masuk kekamar sambil membanting pintu dan yang datang mengetuk pintu dan membujukmu agar tidak marah adalah mama","marah  papa  kamar  banting  pintu  ketuk  pintu  bujuk  marah  mama",4
"anger","wartawan di bunuh guru di bunuh aktivis di bunuh, sesorang di bunuh, belasan orang di bunuh, puluhan orang di bunuh, ratusan orang di bunuh, ribuan orang di bunuh, puluan ribu orang di bunuh, ratusan ribu orang di bunuh, jutaan orang di bunuh.","wartawan di bunuh guru di bunuh aktivis di bunuh sesorang di bunuh belasan orang di bunuh puluhan orang di bunuh ratusan orang di bunuh ribuan orang di bunuh puluan ribu orang di bunuh ratusan ribu orang di bunuh jutaan orang di bunuh","wartawan  bunuh  guru  bunuh  aktivis  bunuh  sorang  bunuh  belas  bunuh  puluh  bunuh  ratus  bunuh  ribu  bunuh  puluan  ribu  bunuh  ratus  ribu  bunuh  juta  bunuh",0
"fear","Takut banget sama kecoa. Amit amit tuh makhluk harus musnah dari bumi /woi satu sva pun tau saya takut kecoa heran 3') Saya gen 19 moroi, pernah jadi press moroi. Orang bilang saya nista orang bilang saya bullyable sampe pas kas hov di lempar ke atas","takut banget sama kecoa amit amit tuh makhluk harus musnah dari bumi woi satu sva pun tau saya takut kecoa heran saya gen moroi pernah jadi press moroi orang bilang saya nista orang bilang saya bullyable sampai pas kas hov di lempar ke atas","takut  banget  kecoa  amit  amit  tuh  makhluk  musnah  bumi  woi  sva  tau  takut  kecoa  heran  gen  moroi  press  moroi  bilang  nista  bilang  bullyable  pas  kas  hov  lempar",1
"happy","Terima kasih ayah bunda yang sudah mempercayakan treatment untuk baby Raesha di [USERNAME], semoga baby Raesha sehat dan bahagia selalu #momnjogadingserpong #GiftAwayForCustomer","terima kasih ayah bunda yang sudah mempercayakan treatment untuk baby raesha di semoga baby raesha sehat dan bahagia selalu","terima  kasih  ayah  bunda  percaya  treatment  baby  raesha  moga  baby  raesha  sehat  bahagia",3
"love","Keberanian terbesar seorang laki-laki adalah pada saat ia berani datang ke rumah gadis yg disukainya, kemudian duduk berhadapan langsung diantara suguhan #kopi [URL]","keberanian terbesar seorang laki laki adalah pada saat ia berani datang ke rumah gadis yang disukainya kemudian duduk berhadapan langsung diantara suguhan","berani  laki  laki  berani  rumah  gadis  suka  duduk  suguh",4
"love","Ibu.. Pemilik cinta yang tak habis dibagi. Kasih sayang yang tak lelah diberi. Canda tawa yang terus menghiasi. Serta cerita yang akan terus terpatri","ibu pemilik cinta yang tak habis dibagi kasih sayang yang tak lelah diberi canda tawa yang terus menghiasi serta cerita yang akan terus terpatri","milik  cinta  habis  kasih  sayang  lelah  canda  tawa  hias  cerita  patri",4
"sadness","'Hari pertama tanpamu aku benar2 merasakan kesepian. .Minggu pertama mulai kangen. ..Bulan pertama mulai timbul rasa keingin memiliki (lagi) :D Kangen kamu,","hari pertama tanpamu aku benar merasakan kesepian minggu pertama mulai kangen bulan pertama mulai timbul rasa keingin memiliki lagi laughing kangen kamu","sepi  minggu  kangen  timbul  milik  laughing  kangen",2
"happy","#thanks to mpmhondajatim [USERNAME] [USERNAME] #halalbihalal #jatimotoblog #2018 di #blitar bisa terlaksana tanpa kurang satu apapun... #sugimasihada #blogger #rider #touring [URL]","tapi mpmhondajatim di bisa terlaksana tanpa kurang satu apapun","mpmhondajatim  laksana",3
"sadness","InshaaAllah awal juli thal, doakan ya. Kamu, maya, sama dinda harus dateng pokoknya! Cuma kalian temen-temen SMPku yg tersisa, sama diana juga. Sedih tenan ya","inshaaallah awal juli thal doakan ya kamu maya sama dinda harus datang pokoknya tandaseru cuma kalian teman teman smpku yang tersisa sama diana juga sedih tenan ya","inshaaallah  juli  thal  doa  maya  dinda  pokok  tandaseru  teman  teman  smpku  sisa  ana  sedih  tenan",2
"fear","[USERNAME] Iyaaaa... masih sekecil ini badan dia tp agak gendut sih emang. Tapi khawatir aja. Minggu2 lalu dia emang birahi sih. Bawa cowonya dikenalin ke aku [URL]","iya masih sekecil ini badan dia tapi agak gendut sih memang tapi khawatir saja minggu lalu dia memang birahi sih bawa cowonya dikenalin ke aku","iya  badan  gendut  khawatir  minggu  birah  bawa  cowonya  dikenalin",1
"love","Cinta pertama adalah kenangan, Cinta kedua adalah pelajaran, dan cinta yang seterusnya adalah satu keperluan karena hidup tanpa cinta bagaikan masakan tanpa garam. Karena itu jagalah cinta yang dianugerahkan itu sebaik-baiknya agar ia terus mekar dan wangi sepanjang musim.","cinta pertama adalah kenangan cinta kedua adalah pelajaran dan cinta yang seterusnya adalah satu keperluan karena hidup tanpa cinta bagaikan masakan tanpa garam karena itu jagalah cinta yang dianugerahkan itu sebaik baiknya agar ia terus mekar dan wangi sepanjang musim","cinta  kenang  cinta  ajar  cinta  hidup  cinta  masak  garam  jaga  cinta  anugerah  mekar  wangi  musim",4
"fear","baru kmrn ngerasain namanya takut keluar malem pas mau jemput ira sampe ngomong sama diri sendiri mendingan ketemu hantu dah dan dijalan udah mau nangis aja. knp bisa setakut itu krn tau daerah yg dilewatin lagi rawan.","baru kemarin merasai namanya takut keluar malam pas mau jemput ira sampai mengomong sama diri sendiri mendingan ketemu hantu deh dan dijalan sudah mau menangis saja kenapa bisa setakut itu karena tau daerah yang dilewatin lagi rawan","kemarin  rasai  nama  takut  malam  pas  jemput  ira  omong  mending  ketemu  hantu  deh  jalan  tangis  takut  tau  daerah  dilewatin  rawan",1
"fear","Kenapa ya akhri akhir ini w lagi takut mati dan di tinggal mati","kenapa ya akhri akhir ini gue lagi takut mati dan di tinggal mati","akhri  gue  takut  mati  tinggal  mati",1
"anger","[USERNAME] [USERNAME] bisa juga dengan sepatah awalan di depan kalimat: ""makanya.........."" ""Kan udah gue bilang......."" ""Ngotot sih dikasih tau......"" ""Pala batu sih....."" Et cetera~","bisa juga dengan sepatah awalan di depan kalimat makanya kan sudah gue bilang ngotot sih dikasih tau kepala batu sih et cetera~","sepatah  kalimat  gue  bilang  ngotot  kasih  tau  kepala  batu  et  cetera",0
"fear","Penyakit hepatitis B 100x lebih infeksius dari HIV/AIDS Duhh serem! Dan belum ada obatnya.","penyakit hepatitis b kali lebih infeksius dari hiv aids duh seram tandaseru dan belum ada obatnya","sakit  hepatitis  infeksius  hiv  aids  duh  seram  tandaseru  obat",1
"love","Musim terindah adalah Ketika kau nyalakan pagi dengan senyumanmu. Ketika kau payungi siang dengan sapamu, Ketika kau tutup malam dengan belai manjamu. Sesungguhnya aku tulus cinta padamu.","musim terindah adalah ketika kau nyalakan pagi dengan senyumanmu ketika kau payungi siang dengan sapamu ketika kau tutup malam dengan belai manjamu sesungguhnya aku tulus cinta padamu","musim  indah  kau  nyala  pagi  senyum  kau  payung  siang  sapa  kau  tutup  malam  belai  manja  sungguh  tulus  cinta",4
"anger","[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] yg penting janji itu di buktikan dgn kerja nyata, bukan hanya diucapkan saja....jgn pas pilkada dekat dgn rakyat, bila sudah terpilih...lupakan janji itu....kita tunggu saja .....","yang penting janji itu di buktikan dengan kerja nyata bukan hanya diucapkan saja jangan pas pilkada dekat dengan rakyat bila sudah terpilih lupakan janji itu kita tunggu saja","janji  bukti  pas  pilkada  rakyat  pilih  lupa  janji  tunggu",0
"love","[USERNAME] Saya rasa cara menunjukkan sayang itu ngga harus dengan pernyataan semacam itu. Dulu saya menunjukkan rasa sayang dengan minta sticker (LINE) kelinci nemplok. XD","saya rasa cara menunjukkan sayang itu enggak harus dengan pernyataan semacam itu dulu saya menunjukkan rasa sayang dengan meminta sticker line kelinci nemplok laughing","sayang  sayang  sticker  line  kelinci  nemplok  laughing",4
"sadness","Aku cuma bisa ngucapin terima kasih kepada mantan yang telah memberi pelajaran bahwa cinta tak semanis yang dibayangkan, membuatku bahagia, dan mengajarkan aku banyak hal.","aku cuma bisa mengucapkan terima kasih kepada mantan yang telah memberi pelajaran bahwa cinta tak semanis yang dibayangkan membuatku bahagia dan mengajarkan aku banyak hal","terima  kasih  mantan  ajar  cinta  manis  bayang  bahagia  ajar",2
"fear","[USERNAME] [USERNAME] [USERNAME] Gw lebih khawatir lg kalo Ahok jd jurkamnya Jokowi bro. Nemo movement malah berbalik jd ikon punya Jokowi. Persis kejadian 212 yg jd panggung Jkw","gue lebih khawatir lagi kalo ahok jadi jurkamnya jokowi bro nemo movement malah berbalik jadi ikon punya jokowi persis kejadian yang jadi panggung jkw","gue  khawatir  kalo  ahok  jurkamnya  jokowi  bro  nemo  movement  ikon  jokowi  persis  panggung  jkw",1
"fear","Kalo liat orang naek motor yang lampu seinnya masih nyala padahal ngga belok, langsung reflek ngecek lampu sein sendiri takut keliatan tolol","kalo lihat orang naik motor yang lampu seinnya masih nyala padahal enggak belok langsung reflek mengecek lampu sein sendiri takut kelihatan tolol","kalo  motor  lampu  sein  nyala  belok  reflek  ecek  lampu  sein  takut  tolol",1
"love","Cinta akan selalu membuka pintu maaf ketika anda melakukan hilaf, cinta akan menjadi lentera dikala dunia menjadi gelap, jagalah cinta hingga pada akhirnya matamu akan terlelap.","cinta akan selalu membuka pintu maaf ketika anda melakukan hilaf cinta akan menjadi lentera dikala dunia menjadi gelap jagalah cinta hingga pada akhirnya matamu akan terlelap","cinta  buka  pintu  maaf  hilaf  cinta  lentera  dunia  gelap  jaga  cinta  lelap",4
"love","Sayang Banget sama mereka, sampai kalau liat mereka kayak d perlakukan gak adil aja w sampe nangis, wkwkw Gak tau sih sebenernya kenapa w bisa Sesayang ini sama mereka, mgkin karna liat n tau perjuangan mereka selama ini, apa lagi mereka sayang banget sama iKONIC :) [URL]","sayang banget sama mereka sampai kalau lihat mereka kayak ada perlakukan enggak adil saja gue sampai menangis wkwkw enggak tau sih sebenarnya kenapa gue bisa sesayang ini sama mereka mungkin karena lihat n tau perjuangan mereka selama ini apa lagi mereka sayang banget sama ikonic smiley","sayang  banget  kayak  adil  gue  tangis  wkwkw  tau  gue  sayang  tau  juang  sayang  banget  ikonic  smiley",4
"love","Cinta terbaik adalah saat kau mencintai seseorang yang membuat akhlakmu semakin indah, dia menjadi sosok penegur saat taatmu luntur, menjadi pelipur saat semangatmu lebur. Dia-lah cinta terbaik, yang tidak hanya menemanimu di dunia namun juga berupaya bersamamu hingga ke surga.","cinta terbaik adalah saat kau mencintai seseorang yang membuat akhlakmu semakin indah dia menjadi sosok penegur saat taatmu luntur menjadi pelipur saat semangatmu lebur dia lah cinta terbaik yang tidak hanya menemanimu di dunia namun juga berupaya bersamamu hingga ke surga","cinta  kau  cinta  akhlak  indah  sosok  tegur  taat  luntur  lipur  semangat  lebur  cinta  teman  dunia  upaya  surga",4
"anger","Me lagi naik motor dijalam. Bocah: bang, standar Me: langsng liat bawah. Bocah: bukan standar yg itu. Tp mukalo yg standar. Trus mereka ketawa dan cabut. Me: ye anak setan. #OldMoneyGakNgerasain","me lagi naik motor dijalam bocah bang standar me langsng lihat bawah bocah bukan standar yang itu tapi mukalo yang standar terus mereka ketawa dan cabut me ye anak setan","me  motor  dijalam  bocah  bang  standar  me  langsng  bocah  standar  mukalo  standar  tawa  cabut  me  ye  anak  setan",0
"happy","Makasih selalu ciptain lagu bagus buat nuest dan nuble huhuhu you've work hard sayang jadi sini peluk akuu aja gak usah peluk tiang :') #Happy_BAEKHO_Day","terima kasih selalu ciptakan lagu bagus buat nuest dan nuble huhuhu you ve work hard sayang jadi sini peluk aku saja enggak usah peluk tiang tears of happiness","terima  kasih  cipta  lagu  bagus  nuest  nuble  huhuhu  you  ve  work  hard  sayang  peluk  peluk  tiang  tears  of  happiness",3
"sadness","Maapkan masih dengan tempat yang sama","maapkan masih dengan tempat yang sama","maapkan",2
"fear","/rlt/ im not ready for tomorrow, aku cm takut bakal ada hal buruk besok hari, aku jg gk punya sahabat yg brng seneng sedih, aku jd ngejalanin hari makin takut","rlt im not ready for tomorrow aku cuma takut bakal ada hal buruk besok hari aku juga enggak punya sahabat yang brng senang sedih aku jadi ngejalanin hari makin takut","rlt  im  not  ready  for  tomorrow  takut  buruk  besok  sahabat  brng  senang  sedih  ngejalanin  takut",1
"fear","Lah masalahnya dia hatinya kayak pantat bayi, sensitif bet. Yamana w berani negur. Bangunin dia aja w gaberani, (haha sementara dia seenaknya motong jam tidurku) Sebenernya aku masi takut naik motor karena kemaren aja aku liat orang nyaris kecelakaan 3 kali didepan motorku,","lah masalahnya dia hatinya kayak pantat bayi sensitif banget yamana gue berani negur bangunin dia saja gue gaberani haha sementara dia seenaknya motong jam tidurku sebenarnya aku masih takut naik motor karena kemarin saja aku lihat orang nyaris kecelakaan kali didepan motorku","hati  kayak  pantat  bayi  sensitif  banget  yamana  gue  berani  negur  bangunin  gue  gaberani  haha  motong  jam  tidur  takut  motor  kemarin  celaka  motor",1
"fear","[USERNAME] Trend. Permintaan pasar begitu. Diriku mau sih jadi influencer yang baik, karen suka main game, pengen influence orang orang untuk beli game original Tapi saya takut ngomong depan kamera :(","trend permintaan pasar begitu diriku mau sih jadi influencer yang baik karen suka main game pengin influence orang orang untuk beli game original tapi saya takut mengomong depan kamera frown","trend  pasar  influencer  karen  suka  main  game  pengin  influence  beli  game  original  takut  omong  kamera  frown",1
"love","Gue sama sekali gak tau awalnya kayak gimana. Yang jelas saat itu,makin lama gue makin sayang sama lu. Gue bilang,gue sayang lu itu sebagai temen deket. But,setelah dipikir pikir lagi,gue tuh sayang sama lu more than a friend.","gue sama sekali enggak tau awalnya kayak bagaimana yang jelas saat itu makin lama gue makin sayang sama lu gue bilang gue sayang lu itu sebagai teman dekat but setelah dipikir pikir lagi gue tuh sayang sama lu more tahan a friend","gue  sekal  tau  kayak  gue  sayang  lu  gue  bilang  gue  sayang  lu  teman  but  pikir  pikir  gue  tuh  sayang  lu  more  tahan  friend",4
"sadness","Ya begini deh nganggur di tempat kerja karena udah selesai. Berakhir dengan *cuat - cuit* di twitter Mau ghibah sama mbak - mbak, sungkan lagi puasa. Ehe *tiga jam kemudian dia pasti ngajakin ngomongin orang kok* *kebiasaan* *banyak istighfar*","ya begini deh nganggur di tempat kerja karena sudah selesai berakhir dengan cuat cuit di twitter mau ghibah sama mbak mbak sungkan lagi puasa ehe tiga jam kemudian dia pasti ngajakin mengomongkan orang kok kebiasaan banyak istighfar","deh  nganggur  selesai  cuat  cuit  twitter  ghibah  mbak  mbak  sungkan  puasa  ehe  jam  ngajakin  omong  istighfar",2
"happy","[USERNAME] waduuuh udahlah rame pisan kalo ibu ibu snsd qu ngerumpul semua haduu tapi gapapa yakk?? tar aku kirim ke gdm yaakkk lah iya wkwk udah di follback ya sayang quuu","waduuuh sudahlah rame pisan kalo ibu ibu snsd ku ngerumpul semua haduu tapi gapapa ya tandatanya entar aku kirim ke gdm ya lah iya wkwk sudah di follback ya sayang quuu","waduuuh  rame  pis  kalo  snsd  ku  ngerumpul  haduu  gapapa  tandatanya  entar  kirim  gdm  iya  wkwk  follback  sayang  quuu",3
"sadness","Dua belas penerjemah dan editor berkumpul dalam workshop penerjemahan buku anak. Saat Alisha dari #roomtoread bertanya ""What is translation?"", sekian detik ruangan hening. Krik ... Krik","dua belas penerjemah dan editor berkumpul dalam workshop penerjemahan buku anak saat alisha dari bertanya what is translation tandatanya sekian detik ruangan hening krik krik","belas  terjemah  editor  kumpul  workshop  terjemah  buku  anak  alisha  what  is  translation  tandatanya  kian  detik  ruang  hening  krik  krik",2
"love","Mungkin move on juga ingin mengajarkan kita untuk LEBIH TULUS memaafkan, dan merelakan dia yg pergi. Atau mungkin, move on juga ingin menyadarkan kita bahwa cinta yg sesunguhnya bukanlah CINTA YANG PENUH EKSPEKTASI, melainkan CINTA TANPA EKSPEKTASI.","mungkin move on juga ingin mengajarkan kita untuk lebih tulus memaafkan dan merelakan dia yang pergi atau mungkin move on juga ingin menyadarkan kita bahwa cinta yang sesunguhnya bukanlah cinta yang penuh ekspektasi melainkan cinta tanpa ekspektasi","move  on  ajar  tulus  maaf  rela  pergi  move  on  sadar  cinta  sesunguhnya  cinta  penuh  ekspektasi  cinta  ekspektasi",4
"love","Seperti dulu aku mencintaimu, sampai selamanya tanpa akhir, cinta tak perlu alasan untuk mengalir","seperti dulu aku mencintaimu sampai selamanya tanpa akhir cinta tak perlu alasan untuk mengalir","cinta  cinta  alas  alir",4
"sadness","kalau bagimu kata ""sayang"" tak ada artinya dan boleh diterima siapa saja, sepertinya bukan dengan manusia kau berinteraksi.","kalau bagimu kata sayang tak ada artinya dan boleh diterima siapa saja sepertinya bukan dengan manusia kau berinteraksi","sayang  terima  manusia  kau  interaksi",2
"love","Perkenalan pertama kali sama Laruku adalah saat mereka jadi Ending Song Samurai X. Langsung jatuh cinta","perkenalan pertama kali sama laruku adalah saat mereka jadi ending song samurai kali langsung jatuh cinta","kenal  laru  ending  song  samurai  jatuh  cinta",4
"love","Kan aku sayang kamu","kan aku sayang kamu","sayang",4
"fear","[USERNAME] kalo gue blm punya apa2 padahal gue pengen bawa cewek gue ke jenjang yg lebih lanjut, lebih serius, jelas gue minder. takut gabisa memenuhi kebutuhan dia secara materi. inilah yg bikin gue takut buat menikah, endingnya.","kalo gue belum punya apa padahal gue pengin bawa cewek gue ke jenjang yang lebih lanjut lebih serius jelas gue minder takut enggak bisa memenuhi kebutuhan dia secara materi inilah yang bikin gue takut buat menikah endingnya","kalo  gue  gue  pengin  bawa  cewek  gue  jenjang  serius  gue  minder  takut  penuh  butuh  materi  bikin  gue  takut  meni  endingnya",1
"sadness","Biarlah mereka memaki. Ada satu hal yang ingin ku tanyakan. Adaka tempat pendosa yang putus asa. Yang telah Menyakiti manusia untuk menyelamatkan keyakinannya.","biarlah mereka memaki ada satu hal yang ingin ku tanyakan adaka tempat pendosa yang putus asa yang telah menyakiti manusia untuk menyelamatkan keyakinannya","biar  maki  ku  adaka  dosa  putus  asa  sakit  manusia  selamat",2
"love","[USERNAME] Udh ngikutin mereka dri mreka debut, sayang banget sama mereka kyak sayang ortu ke anak2 nya n mrpakan kasih syang yg trbesar n gk ada yg nandingin.","sudah mengikuti mereka dari mereka debut sayang banget sama mereka kayak sayang orang tua ke anak nya n mrpakan kasih sayang yang trbesar n enggak ada yang nandingin","debut  sayang  banget  kayak  sayang  tua  anak  mrpakan  kasih  sayang  trbesar  nandingin",4
"anger","[USERNAME] monggo di perbaiki, KRL jurusan bekasi, cikarang, Bogor, tanah abang, memang seperti hutan, siapa kuat dia yang menang. Cc [USERNAME] [USERNAME] [USERNAME] [URL]","monggo di perbaiki krl jurusan bekasi cikarang bogor tanah abang memang seperti hutan siapa kuat dia yang menang cc","monggo  krl  jurus  bekas  cikarang  bogor  tanah  abang  hutan  kuat  menang  cc",0
"love","Dulu.... dulu banget, naksir temen SD inisialnya SR wkwk kdg suka ngukir nama di buku diary EDASR. Trs pernah berdoa minta jodoh sama dia waktu ketemu lagi pas lulus SMA. Eh gak disangka inshaAllaah jodohnya sama SR jugak. Walaupun beda orang *akibat doa yg spesifik*","dulu dulu banget menaksir teman sd inisialnya sr wkwk kadang suka ngukir nama di buku diary edasr terus pernah berdoa meminta jodoh sama dia waktu ketemu lagi pas lulus sama eh enggak disangka inshaallaah jodohnya sama sr juga walaupun beda orang akibat doa yang spesifik","banget  taksir  teman  sd  inisial  sr  wkwk  kadang  suka  ngukir  nama  buku  diary  edasr  doa  jodoh  waktu  ketemu  pas  lulus  eh  sangka  inshaallaah  jodoh  sr  beda  akibat  doa  spesifik",4
"happy","[USERNAME] Dan kadang Tuhan tuh bukan minta kita untuk menjadikan sebuah rencana itu berhasil. Tuhan cuma minta kita untuk mengusahakan keberhasilan. Once udah mengusahakan, udah accomplished tugas kita. Hehe. Semangattt mia! Abis lebaran jg ga buruk kok","dan kadang tuhan tuh bukan meminta kita untuk menjadikan sebuah rencana itu berhasil tuhan cuma meminta kita untuk mengusahakan keberhasilan once sudah mengusahakan sudah accomplished tugas kita hehe semangat mia tandaseru habis lebaran juga enggak buruk kok","kadang  tuhan  tuh  buah  rencana  hasil  tuhan  usaha  hasil  once  usaha  accomplished  tugas  hehe  semangat  mia  tandaseru  habis  lebaran  buruk",3
"sadness","[USERNAME] Nama mirip? Ya mereka cuma punya dikit sih pilihan nama, cuma dibulak balik aja urutannya  muka mirip? ku sebagai fanboy kpop juga sering ketuker/bingung kalo liat idol yg ngk diikutin/ngefans bgt","nama mirip tandatanya ya mereka cuma punya dikit sih pilihan nama cuma dibulak balik saja urutannya muka mirip tandatanya ku sebagai fanboy kpop juga sering tertukar bingung kalo lihat idol yang enggak diikutin fan banget","nama  tandatanya  dikit  pilih  nama  bulak  urut  muka  tandatanya  ku  fanboy  kpop  tukar  bingung  kalo  idol  diikutin  banget",2
"fear","Menurut Cak Nun, orang yang tak percaya akhirat, logisnya tak percaya Allah. Secara syari', dia kafir. Tapi Cak Nun tak mau bilang Mega kafir tapi dia orang yang tak paham.","menurut cak nun orang yang tak percaya akhirat logisnya tak percaya allah secara syari dia kafir tapi cak nun tak mau bilang mega kafir tapi dia orang yang tak paham","cak  nun  percaya  akhirat  logis  percaya  allah  syar  kafir  cak  nun  bilang  mega  kafir  paham",1
"fear","HUAAAA TAKUT BGT WOI GW PENAKUT AKUT. KAGETAN PARAH. TERIAK BISA PALING KENCENG KALI. makasih ojan, ibad, haekal, imam yg bikin w takut malem ini","huaaaa takut banget woi gue penakut akut kagetan parah teriak bisa paling kencang kali terima kasih ojan ibad haekal imam yang bikin gue takut malam ini","huaaaa  takut  banget  woi  gue  takut  akut  kaget  parah  teriak  kencang  terima  kasih  ojan  ibad  haekal  imam  bikin  gue  takut  malam",1
"anger","Dan besok musti pagi2 tangsel-bogor.. Dan (lagi) gabisa ngtap pake emoney etc. Dan (lagi) harus pake antri beli tiket kertas DAN (LAGI) BESOK SENIN","dan besok musti pagi tangsel bogor dan lagi enggak bisa ngtap pakai emoney etc dan lagi harus pakai antri beli tiket kertas dan lagi besok senin","besok  musti  pagi  tangsel  bogor  ngtap  pakai  emoney  etc  pakai  antri  beli  tiket  kertas  besok  senin",0
"sadness","-/-1 Dari dulu hingga sekarang, sebagaimana biasanya berlangsung, setiap kali memasuki bulan Ramadan, kegiatan pariwisata di Indonesia terasa agak lesu. #VIWIHotDealsForMiddleEast","dari dulu hingga sekarang sebagaimana biasanya berlangsung setiap kali memasuki bulan ramadan kegiatan pariwisata di indonesia terasa agak lesu","ramadan  giat  pariwisata  indonesia  lesu",2
"happy","[USERNAME] Enggak pernah beli barang mahal Lebih happy cari yang sesuai budget tapi lebih hati hati dalam pemakaian biar bisa awet lama. Dan baru ganti ya kalo ilang/rusak.","enggak pernah beli barang mahal lebih happy cari yang sesuai budget tapi lebih hati hati dalam pemakaian biar bisa awet lama dan baru ganti ya kalo hilang rusak","beli  barang  mahal  happy  cari  suai  budget  hati  hati  pemakaian  biar  awet  ganti  kalo  hilang  rusak",3
"love","percaya deh, menjalin hubungan itu lu harus percaya sama pasangan. seburuk apapun prasangka lu, doi masih menjaga cinta nya untuk lu. dan gua pernah di tempat kalian guys..","percaya deh menjalin hubungan itu lu harus percaya sama pasangan seburuk apapun prasangka lu doi masih menjaga cinta nya untuk lu dan gua pernah di tempat kalian guys","percaya  deh  jalin  hubung  lu  percaya  pasang  buruk  prasangka  lu  doi  jaga  cinta  lu  gua  guys",4
"fear","Tapi dari Sartre, banyak hal yang membuat saya harus sadar. Itu si, dan hal tersebut menjadi PR besar dalam hidup saya. Dan tidak dapat dipungkiri, Sartre sedikit banyaknya juga mempengaruhi pikiran saya. Tapi saya masih percaya Tuhan koq.","tapi dari sartre banyak hal yang membuat saya harus sadar itu sih dan hal tersebut menjadi pr besar dalam hidup saya dan tidak dapat dipungkiri sartre sedikit banyaknya juga mempengaruhi pikiran saya tapi saya masih percaya tuhan kok","sartre  sadar  pr  hidup  dipungkiri  sartre  pengaruh  pikir  percaya  tuhan",1
"fear","Mendengar ada suara aneh disekitarnya. Jek merinding. ""tadi ada yg ngomong tidak yaa??"" ","mendengar ada suara aneh disekitarnya jek merinding tadi ada yang mengomong tidak ya tandatanya","dengar  suara  aneh  disekitarnya  jek  rinding  omong  tandatanya",1
"fear","Kata siapa hidup ini tidak ada gunanya ? Ingat, kita diciptakan ini punya tujuan. Semua milik kita adalah barang titipan dan harus dikembalikan. Agama adalah tuntunan untuk membantu kita mencapai tujuan #Ramadan [URL]","kata siapa hidup ini tidak ada gunanya tandatanya ingat kita diciptakan ini punya tujuan semua milik kita adalah barang titipan dan harus dikembalikan agama adalah tuntunan untuk membantu kita mencapai tujuan","hidup  tandatanya  cipta  milik  barang  titip  kembal  agama  tuntun  bantu  capai",1
"happy","#recehkantwiter Gue orang sunda yg males banget orangnya. Cocoknya tinggal di suatu negara dan bukan di Indonesia. Gue pindah aja ke negara Gua teh malas.","gue orang sunda yang malas banget orangnya cocoknya tinggal di suatu negara dan bukan di indonesia gue pindah saja ke negara gua teh malas","gue  sunda  malas  banget  cocok  tinggal  negara  indonesia  gue  pindah  negara  gua  teh  malas",3
"anger","[USERNAME] Uang yang ada Dompet Saya sudah 2 bulan tidak Bisa di Carikan gara2 di Bekukan Semua pertanyaan Pihak Bukalapak soal penjualan yang bermasalah sudah jawab semua sampai bukti2 nya pun Semua saya kirim Tapi Sampai Sekarang Dompet saya masih di","uang yang ada dompet saya sudah bulan tidak bisa di carikan gara di bekukan semua pertanyaan pihak bukalapak soal penjualan yang bermasalah sudah jawab semua sampai bukti nya pun semua saya kirim tapi sampai sekarang dompet saya masih di","uang  dompet  carik  gara  bekuk  bukalapak  jual  bukti  kirim  dompet",0
"fear","Kayaknya habis ini mataku harus dimandiin pake abu biar suci deh karena baru melihat adegan yg tidak senonoh di McD yg tidak lain adalah adegan orang yg saling bermesrahan didepan mata huhuu","kayaknya habis ini mataku harus dimandiin pakai abu biar suci deh karena baru melihat adegan yang tidak senonoh di mcd yang tidak lain adalah adegan orang yang saling bermesrahan didepan mata huhuu","kayak  habis  dimandiin  pakai  abu  biar  suci  deh  adegan  senonoh  mcd  adegan  bermesrahan  huhuu",1
"fear","pagi ini nonton berita headline nya bikin takut mulai dari 'Suami bunuh istri' , 'Kakek perkosa cucu' , 'Ayam bakar solo' . ngeri banget nih berita","pagi ini menonton berita headline nya bikin takut mulai dari suami bunuh istri kakek perkosa cucu ayam bakar solo ngeri banget nih berita","pagi  tonton  berita  headline  bikin  takut  suami  bunuh  istri  kakek  perkosa  cucu  ayam  bakar  solo  ngeri  banget  nih  berita",1
"happy","semoga husnul khotimah, Do'a untuk saudara kita ""Ali Banat"" dan saudari kita ""Razan An-Najjar"" dalam memperjuangkan Agama Allah. Surga menanti  #FreePalestine #DeenAssalam","semoga husnul khotimah di a untuk saudara kita ali banat dan saudari kita razan an najjar dalam memperjuangkan agama allah surga menanti","moga  husnul  khotimah  saudara  ali  banat  saudari  razan  an  najjar  juang  agama  allah  surga",3
"fear","penularan secara vertikal ada 95%. waduh serem banget ya....makanya disarankan ibu hamil harus terus menjaga bayinya dan secara horizontal ada 5%","penularan secara vertikal ada waduh seram banget ya makanya disarankan ibu hamil harus terus menjaga bayinya dan secara horizontal ada","tular  vertikal  seram  banget  sar  hamil  jaga  bayi  horizontal",1
